Date,Month,Quarter,Product,Category,Region,Customer Segment,Units Sold,Revenue,Cost,Profit,Discount,Acquisition Channel,Revenue_Outlier_Flag,ASP,Profit Margin,Period,Revenue_robust_z,ASP_robust_z,Profit Margin_robust_z,Discount_robust_z,Anomaly_Flag
2024-01-01,Jan,Q1,Pro Camera,Electronics,South,Value Seekers,10,6322.506738156532,1039.283567471653,5283.22317068488,0.05548691375488194,Organic Search,True,632.2506738156533,0.835621595909176,H1,4.474662256813144,11.131173193691385,5.036730971889959,-1.0731938499771208,True
2024-04-01,Apr,Q2,Premium Audio,Electronics,North,Value Seekers,49,6322.506738156532,3271.05465739865,3051.4520807578824,0.09083608669932879,Email,True,129.03074975829657,0.4826332666982022,H1,4.474662256813144,1.3798054540444546,0.5530183773741105,-0.7791332110226328,True
2024-03-01,Mar,Q1,Pro Camera,Electronics,West,Value Seekers,30,6322.506738156532,3195.2119242941717,3127.2948138623606,0.05043503506453528,Organic Search,True,210.75022460521774,0.49462894123766377,H1,4.474662256813144,2.9633608989443836,0.7053892989071864,-1.1152191238905595,True
2024-03-01,Mar,Q1,Premium Audio,Electronics,North,Value Seekers,52,6322.506738156532,3499.759585010167,2822.7471531463652,0.07900983487545202,Organic Search,True,121.58666804147177,0.4464601257142195,H1,4.474662256813144,1.2355544519786719,0.09354152108364887,-0.8775127451981896,True
2024-06-01,Jun,Q2,Pro Camera,Electronics,North,Value Seekers,40,6322.506738156532,3739.535114204958,2582.971623951574,0.07133460681197555,Organic Search,True,158.06266845391332,0.4085360017670297,H1,4.474662256813144,1.9423843621010086,-0.38817659282137257,-0.94136098492969,True
2024-02-01,Feb,Q1,Premium Audio,Electronics,East,Mainstream,46,6256.586018082564,2924.8755738503214,3331.7104442322425,0.045465364922267854,Organic Search,False,136.012739523534,0.5325125291337881,H1,4.402893419266829,1.5151020639368746,1.1865925175942826,-1.156560526127179,True
2024-04-01,Apr,Q2,Premium Audio,Electronics,North,Mainstream,42,6220.546081307785,3313.146562450467,2907.399518857318,0.01824094884187285,Organic Search,False,148.10824003113774,0.4673865414475118,H1,4.363656220937286,1.7494880009914786,0.3593521046549777,-1.3830334113724736,True
2024-03-01,Mar,Q1,Premium Audio,Electronics,East,Mainstream,43,6137.019868063579,2947.5330585898178,3189.4868094737617,0.05418925264502476,Organic Search,False,142.72139228054837,0.5197126419732684,H1,4.272720029365717,1.6451019644650322,1.0240063624137736,-1.083988757561258,True
2024-05-01,May,Q2,Pro Camera,Electronics,North,Value Seekers,31,6135.010644063487,2646.8314136402623,3488.179230423225,0.08788091459728083,Organic Search,False,197.9035691633383,0.5685693852542121,H1,4.270532558253524,2.7144191232923833,1.644592305482921,-0.8037165244120119,True
2024-05-01,May,Q2,Premium Audio,Electronics,East,Value Seekers,44,6061.898382769909,3007.0471030190606,3054.851279750849,0.026959879963448938,Email,False,137.77041779022522,0.5039430038012238,H1,4.190934186185762,1.5491622557677087,0.823697968532869,-1.3105028754914747,True
2024-05-01,May,Q2,Premium Audio,Electronics,North,Value Seekers,44,5998.273060514745,3011.602864054777,2986.6701964599683,0.05646317483732078,Organic Search,False,136.3243877389715,0.4979216795114802,H1,4.121664381310467,1.5211411657467413,0.74721417198941,-1.0650725862027313,True
2024-06-01,Jun,Q2,Pro Camera,Electronics,South,Mainstream,28,5965.0903797623405,2509.894119959145,3455.1962598031955,0.04328305306187608,Organic Search,False,213.0389421343693,0.5792361959050244,H1,4.085537918771855,3.007711540109357,1.780083791462838,-1.1747146147977479,True
2024-06-01,Jun,Q2,Premium Audio,Electronics,North,Value Seekers,44,5864.117559912227,2799.397828547024,3064.719731365203,0.04454365246455679,Organic Search,False,133.27539908891424,0.5226224917992734,H1,3.9756073552664097,1.4620580330261672,1.0609677269500237,-1.1642280139824897,True
2024-06-01,Jun,Q2,Premium Audio,Electronics,East,Mainstream,41,5722.448787038329,2996.631817746698,2725.8169692916313,0.07736406136534489,Organic Search,False,139.5719216350812,0.4763375035292166,H1,3.8213705214702403,1.5840716972181552,0.4730486155523301,-0.8912035099217953,True
2024-03-01,Mar,Q1,Premium Audio,Electronics,West,Value Seekers,44,5677.171702657008,2710.3415984608673,2966.8301041961404,0.03673237171672685,Organic Search,False,129.0266296058411,0.5225894617222192,H1,3.7720767074784076,1.3797256139590048,1.060548173780045,-1.2292080408524142,True
2024-12-01,Dec,Q4,Activewear,Lifestyle,North,Value Seekers,117,5619.314491247389,3417.5511542234813,2201.7633370239078,0.20663898857449314,Organic Search,False,48.028328985020416,0.39182062873565116,H2,3.7090867279715027,-0.18985495684142445,-0.6004978578058258,0.18420121752852367,True
